Identifiant,Nom_Etablissement,Annee_Emission,Milieu,Polluant,quantite,unite
065.05130,Chaufferie IDEX ENERGIES RESEAUX,2015,Air,CO2 Total d'origine non biomasse uniquement,13900.000,t/an
065.05130,Chaufferie IDEX ENERGIES RESEAUX,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),13900.000,t/an
065.05237,chaufferie de la Grande Borne,2015,Air,CO2 Total d'origine non biomasse uniquement,10900.000,t/an
065.05237,chaufferie de la Grande Borne,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),10900.000,t/an
065.05248,KUEHNE NAGEL AGENCE 27,2015,Air,Hydroflurocarbures (HFC),150,kg/an
065.05306,LFB BIOMEDICAMENTS,2015,Air,Composés organiques volatils non méthaniques (COVNM),376000,kg/an
065.05307,THERMULIS,2015,Air,CO2 Total d'origine non biomasse uniquement,19100.000,t/an
065.05307,THERMULIS,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),19100.000,t/an
065.05334,JR,2015,Eau (indirect),Nickel et ses composés (Ni),37,kg/an
065.05345,Centre de Valorisation Energétique d'Argenteuil,2015,Air,Protoxyde d'azote (N2O),17100,kg/an
065.05451,3M France,2015,Air,Composés organiques volatils non méthaniques (COVNM),74000,kg/an
065.05507,JOINT FRANCAIS (Le),2015,Eau (direct),Cadmium et ses composés (Cd),3,kg/an
065.05519,PROTEC INDUSTRIE,2015,Air,Nickel et ses composés (Ni),589,kg/an
065.05584,PLACOPLATRE,2015,Air,CO2 Total d'origine non biomasse uniquement,18200.000,t/an
065.05584,PLACOPLATRE,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),18200.000,t/an
065.05836,FAURECIA BLOC AVANT,2015,Air,Composés organiques volatils non méthaniques (COVNM),280000,kg/an
065.05910,GRIFFINE ENDUCTION,2015,Air,Composés organiques volatils non méthaniques (COVNM),45800,kg/an
065.05963,BOUQUEVAL ENERGIE,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),151000,kg/an
065.05963,BOUQUEVAL ENERGIE,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),124000.000,t/an
065.05963,BOUQUEVAL ENERGIE,2015,Air,CO2 Total d'origine biomasse uniquement,124000.000,t/an
065.05997,AEROPORTS DE PARIS - CDG Pôle Production d'Energie,2015,Air,Hydroflurocarbures (HFC),116,kg/an
065.05997,AEROPORTS DE PARIS - CDG Pôle Production d'Energie,2015,Air,CO2 Total d'origine non biomasse uniquement,24300.000,t/an
065.05997,AEROPORTS DE PARIS - CDG Pôle Production d'Energie,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),52000.000,t/an
065.05997,AEROPORTS DE PARIS - CDG Pôle Production d'Energie,2015,Air,CO2 Total d'origine biomasse uniquement,27700.000,t/an
065.06043,AUROR'ENVIRONNEMENT,2015,Air,Mercure et ses composés (Hg),15.3,kg/an
065.06043,AUROR'ENVIRONNEMENT,2015,Air,CO2 Total d'origine non biomasse uniquement,85300.000,t/an
065.06043,AUROR'ENVIRONNEMENT,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),140000.000,t/an
065.06043,AUROR'ENVIRONNEMENT,2015,Air,CO2 Total d'origine biomasse uniquement,54400.000,t/an
065.06112,CYEL,2015,Air,Oxydes de soufre (SOx - SO2 + SO3) (en eq. SO2),289000,kg/an
065.06112,CYEL,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),158000,kg/an
065.06112,CYEL,2015,Air,CO2 Total d'origine non biomasse uniquement,41900.000,t/an
065.06112,CYEL,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),55100.000,t/an
065.06112,CYEL,2015,Air,CO2 Total d'origine biomasse uniquement,13200.000,t/an
065.06146,SAREN,2015,Air,CO2 Total d'origine non biomasse uniquement,63100.000,t/an
065.06146,SAREN,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),126000.000,t/an
065.06146,SAREN,2015,Air,CO2 Total d'origine biomasse uniquement,62500.000,t/an
065.06146,SAREN,2015,Eau (indirect),Dioxines et furanes (PCDD + PCDF) (exprimés en iTeq),0.00015,kg/an
065.06166,SEGO,2015,Air,Composés organiques volatils non méthaniques (COVNM),99000,kg/an
065.06220,La Monnaie de Paris,2015,Air,Hydroflurocarbures (HFC),142,kg/an
065.06233,CPCU - CENTRALE DE BERCY,2015,Air,CO2 Total d'origine non biomasse uniquement,31400.000,t/an
065.06233,CPCU - CENTRALE DE BERCY,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),31400.000,t/an
065.06236,Chaufferie de VAUGIRARD,2015,Air,Oxydes de soufre (SOx - SO2 + SO3) (en eq. SO2),184000,kg/an
065.06236,Chaufferie de VAUGIRARD,2015,Air,CO2 Total d'origine non biomasse uniquement,55500.000,t/an
065.06236,Chaufferie de VAUGIRARD,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),55500.000,t/an
065.06240,Chaufferie de GRENELLE,2015,Air,CO2 Total d'origine non biomasse uniquement,60600.000,t/an
065.06240,Chaufferie de GRENELLE,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),60600.000,t/an
065.06261,COCA-COLE ENTREPRISE,2015,Eau (indirect),Demande chimique en oxygène (DCO),328000,kg/an
065.06266,Société de Distribution de Chaleur de Clichy,2015,Air,CO2 Total d'origine non biomasse uniquement,14200.000,t/an
065.06266,Société de Distribution de Chaleur de Clichy,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),14200.000,t/an
065.06270,Chaufferie ENERTHERM,2015,Air,CO2 Total d'origine non biomasse uniquement,13300.000,t/an
065.06270,Chaufferie ENERTHERM,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),13300.000,t/an
065.06271,CENEVIA,2015,Air,CO2 Total d'origine non biomasse uniquement,19700.000,t/an
065.06271,CENEVIA,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),19700.000,t/an
065.06277,SNECMA,2015,Air,CO2 Total d'origine non biomasse uniquement,11700.000,t/an
065.06277,SNECMA,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),11700.000,t/an
065.06294,ISOCHEM,2015,Air,Chloroforme (trichlorométhane),2810,kg/an
065.06294,ISOCHEM,2015,Air,Dichlorométhane (DCM - chlorure de méthylène),4300,kg/an
065.06294,ISOCHEM,2015,Eau (indirect),Dichlorométhane (DCM - chlorure de méthylène),48.8,kg/an
065.06295,COFELY,2015,Air,CO2 Total d'origine non biomasse uniquement,22300.000,t/an
065.06295,COFELY,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),22300.000,t/an
065.06325,SOCLIS,2015,Air,CO2 Total d'origine non biomasse uniquement,19900.000,t/an
065.06325,SOCLIS,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),19900.000,t/an
065.06328,Frantz Electrolyse,2015,Eau (indirect),Chloroforme (trichlorométhane),13,kg/an
065.06328,Frantz Electrolyse,2015,Eau (indirect),Nickel et ses composés (Ni),47.5,kg/an
065.06328,Frantz Electrolyse,2015,Eau (indirect),Zinc et ses composés (Zn),161,kg/an
065.06333,COFELY Chaufferie de Meudon,2015,Air,CO2 Total d'origine non biomasse uniquement,25200.000,t/an
065.06333,COFELY Chaufferie de Meudon,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),25200.000,t/an
065.06347,SOPROREAL,2015,Eau (indirect),Demande biologique en oxygène (DBO5),90800,kg/an
065.06347,SOPROREAL,2015,Eau (indirect),Demande chimique en oxygène (DCO),239000,kg/an
065.06348,AULNAY 3000,2015,Air,CO2 Total d'origine non biomasse uniquement,21200.000,t/an
065.06348,AULNAY 3000,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),21200.000,t/an
065.06356,Societe de Distribution de Chaleur de Bagnolet,2015,Air,CO2 Total d'origine non biomasse uniquement,27000.000,t/an
065.06356,Societe de Distribution de Chaleur de Bagnolet,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),27000.000,t/an
065.06365,SEMECO (et IDEX ENERGIES),2015,Air,CO2 Total d'origine non biomasse uniquement,31600.000,t/an
065.06365,SEMECO (et IDEX ENERGIES),2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),31600.000,t/an
065.06379,L'EUROPENNE D'EMBOUTEILLAGE,2015,Eau (indirect),Demande biologique en oxygène (DBO5),491000,kg/an
065.06379,L'EUROPENNE D'EMBOUTEILLAGE,2015,Eau (indirect),Demande chimique en oxygène (DCO),779000,kg/an
065.06442,S.D.C.S.D. Fabien,2015,Air,CO2 Total d'origine non biomasse uniquement,11000.000,t/an
065.06442,S.D.C.S.D. Fabien,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),11000.000,t/an
065.06446,Société de Distribution de Chaleur de Saint Denis (centrale Fort de l'Est),2015,Air,CO2 Total d'origine non biomasse uniquement,59700.000,t/an
065.06446,Société de Distribution de Chaleur de Saint Denis (centrale Fort de l'Est),2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),59700.000,t/an
065.06449,PSA PEUGEOT CITROEN,2015,Air,Hydrochlorofluorocarbures (HCFC),59,kg/an
065.06453,TIRU,2015,Air,Mercure et ses composés (Hg),14.3,kg/an
065.06453,TIRU,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),140000,kg/an
065.06453,TIRU,2015,Air,Protoxyde d'azote (N2O),17400,kg/an
065.06453,TIRU,2015,Air,Zinc et ses composés (Zn),252,kg/an
065.06453,TIRU,2015,Air,CO2 Total d'origine non biomasse uniquement,214000.000,t/an
065.06453,TIRU,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),484000.000,t/an
065.06453,TIRU,2015,Air,CO2 Total d'origine biomasse uniquement,270000.000,t/an
065.06454,CPCU chaufferies de ST-OUEN I et ST-OUEN II,2015,Air,Chlore et composés inorganiques (HCl),21700,kg/an
065.06454,CPCU chaufferies de ST-OUEN I et ST-OUEN II,2015,Air,Oxydes de soufre (SOx - SO2 + SO3) (en eq. SO2),463000,kg/an
065.06454,CPCU chaufferies de ST-OUEN I et ST-OUEN II,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),332000,kg/an
065.06454,CPCU chaufferies de ST-OUEN I et ST-OUEN II,2015,Air,Protoxyde d'azote (N2O),18600,kg/an
065.06454,CPCU chaufferies de ST-OUEN I et ST-OUEN II,2015,Air,CO2 Total d'origine non biomasse uniquement,541000.000,t/an
065.06454,CPCU chaufferies de ST-OUEN I et ST-OUEN II,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),541000.000,t/an
065.06455,ZUP ROUGEMONT,2015,Air,CO2 Total d'origine non biomasse uniquement,12300.000,t/an
065.06455,ZUP ROUGEMONT,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),12300.000,t/an
065.06456,chaufferie zup de sevran,2015,Air,CO2 Total d'origine non biomasse uniquement,33200.000,t/an
065.06456,chaufferie zup de sevran,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),33200.000,t/an
065.06457,S.D.C.S.D. (NORD),2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),34600.000,t/an
065.06457,S.D.C.S.D. (NORD),2015,Air,CO2 Total d'origine biomasse uniquement,34600.000,t/an
065.06481,CREALIS,2015,Air,Hydrochlorofluorocarbures (HCFC),270,kg/an
065.06481,CREALIS,2015,Air,Hydroflurocarbures (HFC),3390,kg/an
065.06496,CENTRALE THERMIQUE N°1,2015,Air,CO2 Total d'origine non biomasse uniquement,13900.000,t/an
065.06496,CENTRALE THERMIQUE N°1,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),13900.000,t/an
065.06498,CRETEIL INCINERATION ENERGIE,2015,Air,Dioxines et furanes (PCDD + PCDF) (exprimés en iTeq),0.119000,g/an
065.06498,CRETEIL INCINERATION ENERGIE,2015,Air,Mercure et ses composés (Hg),30.1,kg/an
065.06498,CRETEIL INCINERATION ENERGIE,2015,Air,CO2 Total d'origine non biomasse uniquement,144000.000,t/an
065.06498,CRETEIL INCINERATION ENERGIE,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),272000.000,t/an
065.06498,CRETEIL INCINERATION ENERGIE,2015,Air,CO2 Total d'origine biomasse uniquement,128000.000,t/an
065.06505,chaufferie zup de fontenay,2015,Air,CO2 Total d'origine non biomasse uniquement,33600.000,t/an
065.06505,chaufferie zup de fontenay,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),33600.000,t/an
065.06514,IVRY PARIS XIII,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),186000,kg/an
065.06514,IVRY PARIS XIII,2015,Air,Zinc et ses composés (Zn),545,kg/an
065.06514,IVRY PARIS XIII,2015,Air,CO2 Total d'origine non biomasse uniquement,242000.000,t/an
065.06514,IVRY PARIS XIII,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),574000.000,t/an
065.06514,IVRY PARIS XIII,2015,Air,CO2 Total d'origine biomasse uniquement,332000.000,t/an
065.06515,CPCU - CENTRALE D'IVRY,2015,Air,CO2 Total d'origine non biomasse uniquement,27300.000,t/an
065.06515,CPCU - CENTRALE D'IVRY,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),27300.000,t/an
065.06520,BIO SPRINGER,2015,Air,Hydrochlorofluorocarbures (HCFC),15.2,kg/an
065.06520,BIO SPRINGER,2015,Air,CO2 Total d'origine non biomasse uniquement,46200.000,t/an
065.06520,BIO SPRINGER,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),46200.000,t/an
065.06520,BIO SPRINGER,2015,Eau (indirect),Azote total (N),252000,kg/an
065.06520,BIO SPRINGER,2015,Eau (indirect),Demande biologique en oxygène (DBO5),2070000,kg/an
065.06520,BIO SPRINGER,2015,Eau (indirect),Demande chimique en oxygène (DCO),3190000,kg/an
065.06520,BIO SPRINGER,2015,Eau (indirect),Matières en suspension (MES),1030000,kg/an
065.06520,BIO SPRINGER,2015,Eau (indirect),Phosphore total (P),39300,kg/an
065.06529,GENERIS - Site de Rungis,2015,Air,CO2 Total d'origine non biomasse uniquement,50700.000,t/an
065.06529,GENERIS - Site de Rungis,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),117000.000,t/an
065.06529,GENERIS - Site de Rungis,2015,Air,CO2 Total d'origine biomasse uniquement,66700.000,t/an
065.06552,Centre de Production de Vitry-sur-Seine,2015,Air,CO2 Total d'origine non biomasse uniquement,15700.000,t/an
065.06552,Centre de Production de Vitry-sur-Seine,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),15700.000,t/an
065.06552,Centre de Production de Vitry-sur-Seine,2015,Eau (indirect),Dichlorométhane (DCM - chlorure de méthylène),20.1,kg/an
065.06558,Centre de Production Thermique de VITRY SUR SEINE,2015,Air,Chlore et composés inorganiques (HCl),20200,kg/an
065.06558,Centre de Production Thermique de VITRY SUR SEINE,2015,Air,Cobalt et ses composés (Co),6.6,kg/an
065.06558,Centre de Production Thermique de VITRY SUR SEINE,2015,Air,Fluor et composés inorganiques (HF),6710,kg/an
065.06558,Centre de Production Thermique de VITRY SUR SEINE,2015,Air,Mercure et ses composés (Hg),11.7,kg/an
065.06558,Centre de Production Thermique de VITRY SUR SEINE,2015,Air,Nickel et ses composés (Ni),50.8,kg/an
065.06558,Centre de Production Thermique de VITRY SUR SEINE,2015,Air,Oxydes de soufre (SOx - SO2 + SO3) (en eq. SO2),1910000,kg/an
065.06558,Centre de Production Thermique de VITRY SUR SEINE,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),1220000,kg/an
065.06558,Centre de Production Thermique de VITRY SUR SEINE,2015,Air,Particules de taille inférieure à 10 µm (PM10),59800,kg/an
065.06558,Centre de Production Thermique de VITRY SUR SEINE,2015,Air,Vanadium et ses composés,54.8,kg/an
065.06558,Centre de Production Thermique de VITRY SUR SEINE,2015,Air,Thallium et ses composés,24,kg/an
065.06558,Centre de Production Thermique de VITRY SUR SEINE,2015,Air,CO2 Total d'origine non biomasse uniquement,551000.000,t/an
065.06558,Centre de Production Thermique de VITRY SUR SEINE,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),551000.000,t/an
065.06558,Centre de Production Thermique de VITRY SUR SEINE,2015,Eau (direct),Cuivre et ses composés (Cu),634,kg/an
065.06558,Centre de Production Thermique de VITRY SUR SEINE,2015,Eau (direct),Zinc et ses composés (Zn),282,kg/an
065.06668,SERVIER (Institut de Recherches),2015,Air,Dichlorométhane (DCM - chlorure de méthylène),1920,kg/an
065.06668,SERVIER (Institut de Recherches),2015,Air,Hydroflurocarbures (HFC),310,kg/an
065.06686,COCA COLA ENTREPRISE,2015,Eau (indirect),Demande chimique en oxygène (DCO),433000,kg/an
065.06757,SITA Ile de France - ISDND du Mont Saint Sébastien,2015,Air,Méthane (CH4),708000,kg/an
065.06757,SITA Ile de France - ISDND du Mont Saint Sébastien,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),12600.000,t/an
065.06757,SITA Ile de France - ISDND du Mont Saint Sébastien,2015,Air,CO2 Total d'origine biomasse uniquement,12600.000,t/an
065.06763,SABLIERES CAPOULADE,2015,Air,Méthane (CH4),1890000,kg/an
065.06767,Routière de l'Est Parisien,2015,Air,Méthane (CH4),4170000,kg/an
065.06767,Routière de l'Est Parisien,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),12800.000,t/an
065.06767,Routière de l'Est Parisien,2015,Air,CO2 Total d'origine biomasse uniquement,12800.000,t/an
065.06873,AUCHAN France VELIZY,2015,Air,Hydrochlorofluorocarbures (HCFC),417,kg/an
065.06877,AUCHAN,2015,Air,Hydroflurocarbures (HFC),555,kg/an
065.06939,SIAAP Site Seine Aval,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),156000,kg/an
065.06939,SIAAP Site Seine Aval,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),109000.000,t/an
065.06939,SIAAP Site Seine Aval,2015,Air,CO2 Total d'origine biomasse uniquement,109000.000,t/an
065.06941,CHAUFFERIE DE MEAUX BEAUVAL,2015,Air,CO2 Total d'origine non biomasse uniquement,14200.000,t/an
065.06941,CHAUFFERIE DE MEAUX BEAUVAL,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),14200.000,t/an
065.07099,COSSON,2015,Air,Méthane (CH4),582000,kg/an
065.07338,auchan val d'europe,2015,Air,Hydroflurocarbures (HFC),1170,kg/an
065.07535,DALKIA (CH René Dubost),2015,Air,CO2 Total d'origine non biomasse uniquement,11300.000,t/an
065.07535,DALKIA (CH René Dubost),2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),11300.000,t/an
065.08051,TSEP,2015,Air,Chrome et ses composés (Cr),355,kg/an
065.08159,KNAUF Plâtres,2015,Air,CO2 Total d'origine non biomasse uniquement,46300.000,t/an
065.08159,KNAUF Plâtres,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),46300.000,t/an
065.08485,East Balt France,2015,Air,Hydroflurocarbures (HFC),764,kg/an
065.08918,Centre CEA de Saclay,2015,Air,CO2 Total d'origine non biomasse uniquement,11500.000,t/an
065.08918,Centre CEA de Saclay,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),11500.000,t/an
065.09350,COREPA SNC,2015,Air,Chlorofluorocarbures (CFC),2.4,kg/an
065.09507,SITA IDF ISDND de La Butte Bellot,2015,Air,Méthane (CH4),679000,kg/an
065.09507,SITA IDF ISDND de La Butte Bellot,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),11900.000,t/an
065.09507,SITA IDF ISDND de La Butte Bellot,2015,Air,CO2 Total d'origine biomasse uniquement,11900.000,t/an
065.09651,VAL HORIZON,2015,Air,Méthane (CH4),135000,kg/an
065.09956,SIEMENS SAS,2015,Air,Hydroflurocarbures (HFC),3710,kg/an
065.10421,SEMAVERT - CSDU,2015,Air,Méthane (CH4),995000,kg/an
065.10421,SEMAVERT - CSDU,2015,Air,Sulfure d'hydrogène (H2S),13300,kg/an
065.10421,SEMAVERT - CSDU,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),44500.000,t/an
065.10421,SEMAVERT - CSDU,2015,Air,CO2 Total d'origine biomasse uniquement,44500.000,t/an
065.10717,EXPRIM,2015,Air,Composés organiques volatils non méthaniques (COVNM),31800,kg/an
065.12368,EDF Division Production Energie Thermique,2015,Air,CO2 Total d'origine non biomasse uniquement,40000.000,t/an
065.12368,EDF Division Production Energie Thermique,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),40000.000,t/an
065.13010,Station de compression de GRTGAZ,2015,Air,Méthane (CH4),148000,kg/an
065.13144,Natixis Site de Lieusaint,2015,Air,Hydroflurocarbures (HFC),106,kg/an
065.13201,EDF Turbines à Combustion de MONTEREAU,2015,Air,CO2 Total d'origine non biomasse uniquement,27800.000,t/an
065.13201,EDF Turbines à Combustion de MONTEREAU,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),27800.000,t/an
065.13220,CYEL Chaufferie des Linandes,2015,Air,CO2 Total d'origine non biomasse uniquement,16600.000,t/an
065.13220,CYEL Chaufferie des Linandes,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),16600.000,t/an
065.13383,OLEO RECYCLING SAS - ETAMPES,2015,Eau (indirect),Demande biologique en oxygène (DBO5),68300,kg/an
065.13496,Station de compresssion Evry Grégy électro,2015,Air,Composés organiques volatils non méthaniques (COVNM),33900,kg/an
065.13496,Station de compresssion Evry Grégy électro,2015,Air,Méthane (CH4),231000,kg/an
066.00081,TERREAL,2015,Air,CO2 Total d'origine non biomasse uniquement,10700.000,t/an
066.00081,TERREAL,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),10700.000,t/an
066.00156,TERREAL LE SEGALA,2015,Air,CO2 Total d'origine non biomasse uniquement,18100.000,t/an
